type,recipe_id,ingredient,amount_sum,units_std,servings,calories,value,amount_per,calories_per
cupcake,255324,fruit juice,0.0625,cups,12,818,1 tablespoon lemon juice,0.005208333333333333,68.16666666666667
cupcake,255324,nut,0.5,cups,12,818,1/2 cup chopped walnuts,0.041666666666666664,68.16666666666667
cupcake,255324,oil,1.5,cups,12,818,1 1/2 cups vegetable oil,0.125,68.16666666666667
cupcake,255324,other,0.1875,cups,12,818,1 (1.5 ounce) tube black decorating gel,0.015625,68.16666666666667
cupcake,255324,salt,0.0208333,cups,12,818,1 teaspoon salt,0.0017361083333333333,68.16666666666667
cupcake,255324,spice,0.0416666,cups,12,818,2 teaspoons ground cinnamon,0.0034722166666666665,68.16666666666667
cupcake,255324,sugar,4,cups,12,818,"2 cups white sugar;2 cups confectioners' sugar, or more as needed",0.3333333333333333,68.16666666666667
cupcake,255324,unitless,1,NA,12,818,3 drops orange food coloring,0.08333333333333333,68.16666666666667
cupcake,255324,vanilla,0.0625,cups,12,818,1 tablespoon vanilla extract,0.005208333333333333,68.16666666666667
cupcake,255324,vegetable,2,cups,12,818,2 cups grated carrots,0.16666666666666666,68.16666666666667
cupcake,255405,baking powder,0.0208333,cups,18,288,1 teaspoon baking powder,0.0011574055555555556,16
cupcake,255405,butter,0.6875,cups,18,288,"1/2 cup unsalted butter, softened;3 tablespoons unsalted butter, softened",0.03819444444444445,16
cupcake,255405,cream cheese,0.75,cups,18,288,"6 ounces cream cheese, softened",0.041666666666666664,16
cupcake,255405,eggs,1,eggs,18,288,1 egg,0.05555555555555555,16
cupcake,255405,flour,2,cups,18,288,2 cups flour,0.1111111111111111,16
cupcake,255405,fruit,1,cups,18,288,1 cup musselman's® apple butter,0.05555555555555555,16
cupcake,255405,salt,0.0234374625,cups,18,288,1 teaspoon salt;1/8 teaspoon salt,0.00130208125,16
cupcake,255405,sour cream,0.5,cups,18,288,1/2 cup plain greek yogurt (or sour cream),0.027777777777777776,16
cupcake,255405,spice,0.0416666,cups,18,288,1/2 teaspoon ground nutmeg;1 teaspoon ground cinnamon;1/2 teaspoon ground cinnamon,0.002314811111111111,16
cupcake,255405,sugar,3.25,cups,18,288,1 cup sugar;2 1/4 cups powdered sugar,0.18055555555555555,16
cupcake,255405,vanilla,0.0416666,cups,18,288,1 teaspoon vanilla extract;1 teaspoon vanilla extract,0.002314811111111111,16
cupcake,25552,baking soda,0.0208333,cups,24,151,1 teaspoon baking soda,8.680541666666666e-4,6.291666666666667
cupcake,25552,buttermilk,0.25,cups,24,151,1/4 cup buttermilk,0.010416666666666666,6.291666666666667
cupcake,25552,eggs,2,eggs,24,151,2 eggs,0.08333333333333333,6.291666666666667
cupcake,25552,flour,2,cups,24,151,2 cups all-purpose flour,0.08333333333333333,6.291666666666667
cupcake,25552,fruit,1,cups,24,151,"1 cup ripe bananas, mashed",0.041666666666666664,6.291666666666667
cupcake,25552,salt,0.0208333,cups,24,151,1 teaspoon salt,8.680541666666666e-4,6.291666666666667
cupcake,25552,shortening,0.6666666666666666,cups,24,151,2/3 cup shortening,0.027777777777777776,6.291666666666667
cupcake,25552,spice,0.0208333,cups,24,151,1/2 teaspoon ground cinnamon;1/2 teaspoon ground nutmeg,8.680541666666666e-4,6.291666666666667
cupcake,25552,sugar,1.25,cups,24,151,1 1/4 cups white sugar,0.052083333333333336,6.291666666666667
cupcake,25552,unitless,1,NA,24,151,"2 apples - peeled, cored and shredded",0.041666666666666664,6.291666666666667
cupcake,25552,vanilla,0.0208333,cups,24,151,1 teaspoon vanilla extract,8.680541666666666e-4,6.291666666666667
cupcake,256113,butter,0.5,cups,9,310,"1/2 cup butter, melted",0.05555555555555555,34.44444444444444
cupcake,256113,eggs,2,eggs,9,310,2 eggs,0.2222222222222222,34.44444444444444
cupcake,256113,flour,0.5,cups,9,310,1/2 cup all-purpose flour,0.05555555555555555,34.44444444444444
cupcake,256113,nut,1,cups,9,310,1 cup chopped pecans,0.1111111111111111,34.44444444444444
cupcake,256113,sugar,1,cups,9,310,1 cup brown sugar,0.1111111111111111,34.44444444444444
cupcake,256113,vanilla,0.0208333,cups,9,310,"1 teaspoon vanilla extract, or to taste",0.002314811111111111,34.44444444444444
cupcake,256145,baking powder,0.0208333,cups,36,125,1 teaspoon baking powder,5.787027777777778e-4,3.4722222222222223
cupcake,256145,baking soda,0.0208333,cups,36,125,1 teaspoon baking soda,5.787027777777778e-4,3.4722222222222223
cupcake,256145,butter,1,cups,36,125,1/2 cup unsalted butter;1/2 cup unsalted butter,0.027777777777777776,3.4722222222222223
cupcake,256145,cornmeal,0.5,cups,36,125,1/2 cup yellow cornmeal,0.013888888888888888,3.4722222222222223
cupcake,256145,eggs,2,eggs,36,125,2 eggs,0.05555555555555555,3.4722222222222223
cupcake,256145,flour,1.5,cups,36,125,1 1/2 cups all-purpose flour,0.041666666666666664,3.4722222222222223
cupcake,256145,milk,0.5,cups,36,125,1/2 cup whole milk,0.013888888888888888,3.4722222222222223
cupcake,256145,salt,0.0013020833333333333,cups,36,125,1 pinch salt,3.616898148148148e-5,3.4722222222222223
cupcake,256145,sour cream,0.25,cups,36,125,1/4 cup sour cream,0.006944444444444444,3.4722222222222223
cupcake,256145,sugar,2.5,cups,36,125,1 cup granulated sugar;1 1/2 cups confectioners' sugar,0.06944444444444445,3.4722222222222223
cupcake,256145,syrup,0.125,cups,36,125,2 tablespoons pure maple syrup,0.003472222222222222,3.4722222222222223
cupcake,257262,baking powder,0.0416666,cups,24,204,2 teaspoons baking powder,0.0017361083333333333,8.5
cupcake,257262,butter,1,cups,24,204,"1 cup butter, softened",0.041666666666666664,8.5
cupcake,257262,cream,1,cups,24,204,2 tablespoons heavy whipping cream;1 (7 ounce) can whipped cream,0.041666666666666664,8.5
cupcake,257262,cream cheese,1,cups,24,204,1 (8 ounce) container strawberry-flavored cream cheese,0.041666666666666664,8.5
cupcake,257262,eggs,2,eggs,24,204,2 eggs,0.08333333333333333,8.5
cupcake,257262,flour,1.5,cups,24,204,1 1/2 cups all-purpose flour,0.0625,8.5
cupcake,257262,fruit,0.0208333,cups,24,204,1 teaspoon strawberry jam,8.680541666666666e-4,8.5
cupcake,257262,milk,0.5,cups,24,204,1/2 cup milk,0.020833333333333332,8.5
cupcake,257262,salt,0.01041665,cups,24,204,1/2 teaspoon salt,4.340270833333333e-4,8.5
cupcake,257262,sugar,1.3333333333333333,cups,24,204,1 cup white sugar;1/3 cup white sugar,0.05555555555555555,8.5
cupcake,257262,unitless,2,NA,24,204,"8 strawberries;10 strawberries, sliced crosswise",0.08333333333333333,8.5
cupcake,257262,vanilla,0.01041665,cups,24,204,1/2 teaspoon vanilla extract,4.340270833333333e-4,8.5
cupcake,257358,baking powder,0.0208333,cups,12,194,1 teaspoon baking powder,0.0017361083333333333,16.166666666666668
cupcake,257358,baking soda,0.005208325,cups,12,194,1/4 teaspoon baking soda,4.340270833333333e-4,16.166666666666668
cupcake,257358,butter,0.5,cups,12,194,"1/2 cup unsalted butter, softened",0.041666666666666664,16.166666666666668
cupcake,257358,chocolate,0.25,cups,12,194,1/4 cup dark cocoa powder,0.020833333333333332,16.166666666666668
cupcake,257358,eggs,2,eggs,12,194,2 eggs,0.16666666666666666,16.166666666666668
cupcake,257358,flour,1.5,cups,12,194,1 1/2 cups rice flour,0.125,16.166666666666668
cupcake,257358,milk,0.25,cups,12,194,1/4 cup milk,0.020833333333333332,16.166666666666668
cupcake,257358,spice,0.0416666,cups,12,194,1 teaspoon ground cinnamon;1 teaspoon cayenne pepper,0.0034722166666666665,16.166666666666668
cupcake,257358,sugar,0.5,cups,12,194,1/2 cup white sugar,0.041666666666666664,16.166666666666668
cupcake,257358,vanilla,0.0416666,cups,12,194,2 teaspoons vanilla extract,0.0034722166666666665,16.166666666666668
cupcake,257388,butter,1,cups,24,283,"1 cup butter, melted",0.041666666666666664,11.791666666666666
cupcake,257388,chocolate,0.5208333,cups,24,283,1/2 cup semisweet chocolate chips;1 teaspoon cocoa powder,0.021701387500000002,11.791666666666666
cupcake,257388,cream,0.875,cups,24,283,1 (7 ounce) jar marshmallow cream,0.036458333333333336,11.791666666666666
cupcake,257388,cream cheese,2,cups,24,283,"2 (8 ounce) packages cream cheese, softened",0.08333333333333333,11.791666666666666
cupcake,257388,eggs,2,eggs,24,283,2 eggs,0.08333333333333333,11.791666666666666
cupcake,257388,flour,0.25,cups,24,283,1/4 cup all-purpose flour,0.010416666666666666,11.791666666666666
cupcake,257388,milk,0.5,cups,24,283,1/2 cup milk,0.020833333333333332,11.791666666666666
cupcake,257388,other,2.8,cups,24,283,1 cup mini marshmallows;1 (14.4 ounce) package graham cracker crumbs,0.11666666666666665,11.791666666666666
cupcake,257388,sour cream,0.25,cups,24,283,1/4 cup sour cream,0.010416666666666666,11.791666666666666
cupcake,257388,spice,0.0208333,cups,24,283,1 teaspoon ground cinnamon,8.680541666666666e-4,11.791666666666666
cupcake,257388,sugar,0.25,cups,24,283,1/4 cup white sugar,0.010416666666666666,11.791666666666666
cupcake,257388,vanilla,0.01041665,cups,24,283,1/2 teaspoon vanilla extract,4.340270833333333e-4,11.791666666666666
cupcake,259701,baking soda,0.0208333,cups,12,306,1 teaspoon baking soda,0.0017361083333333333,25.5
cupcake,259701,chocolate,0.75,cups,12,306,"1/2 cup semisweet chocolate chips, or more to taste;1/4 cup unsweetened cocoa powder",0.0625,25.5
cupcake,259701,cream cheese,1,cups,12,306,"1 (8 ounce) package cream cheese, at room temperature",0.08333333333333333,25.5
cupcake,259701,eggs,1,eggs,12,306,1 egg,0.08333333333333333,25.5
cupcake,259701,flour,1.5,cups,12,306,1 1/2 cups all-purpose flour,0.125,25.5
cupcake,259701,oil,0.3333333333333333,cups,12,306,1/3 cup vegetable oil,0.027777777777777776,25.5
cupcake,259701,salt,0.0130208125,cups,12,306,1/8 teaspoon salt;1/2 teaspoon salt,0.0010850677083333333,25.5
cupcake,259701,sugar,1.3333333333333333,cups,12,306,1/3 cup white sugar;1 cup white sugar,0.1111111111111111,25.5
cupcake,259701,unitless,2,NA,12,306,6 drops yellow food coloring (optional);3 drops red food coloring (optional),0.16666666666666666,25.5
cupcake,259701,vanilla,0.0208333,cups,12,306,1 teaspoon vanilla extract,0.0017361083333333333,25.5
cupcake,259701,vegetable,0.125,cups,12,306,2 tablespoons 100% pure pumpkin,0.010416666666666666,25.5
cupcake,259701,vinegar,0.0208333,cups,12,306,1 teaspoon white vinegar,0.0017361083333333333,25.5
cupcake,259701,water,1,cups,12,306,1 cup water,0.08333333333333333,25.5
cupcake,259785,baking powder,0.005208325,cups,18,203,1/4 teaspoon baking powder,2.893513888888889e-4,11.277777777777779
cupcake,259785,baking soda,0.015624975,cups,18,203,3/4 teaspoon baking soda,8.680541666666666e-4,11.277777777777779
cupcake,259785,buttermilk,0.25,cups,18,203,1/4 cup buttermilk,0.013888888888888888,11.277777777777779
cupcake,259785,eggs,2,eggs,18,203,2 eggs,0.1111111111111111,11.277777777777779
cupcake,259785,flour,2.25,cups,18,203,2 1/4 cups gluten-free flour blend (such as namaste perfect flour blend),0.125,11.277777777777779
cupcake,259785,oil,0.5,cups,18,203,1/2 cup palm oil shortening,0.027777777777777776,11.277777777777779
cupcake,259785,salt,0.0208333,cups,18,203,1 teaspoon sea salt,0.0011574055555555556,11.277777777777779
cupcake,259785,sugar,1.5,cups,18,203,1 1/2 cups white sugar,0.08333333333333333,11.277777777777779
cupcake,259785,unitless,1,NA,18,203,4 ripe bananas,0.05555555555555555,11.277777777777779
cupcake,25994,butter,1,cups,24,242,1 cup butter,0.041666666666666664,10.083333333333334
cupcake,25994,chocolate,0.5,cups,24,242,"4 (1 ounce) squares semisweet chocolate, chopped",0.020833333333333332,10.083333333333334
cupcake,25994,eggs,4,eggs,24,242,4 eggs,0.16666666666666666,10.083333333333334
cupcake,25994,flour,1,cups,24,242,"1 cup all-purpose flour, sifted",0.041666666666666664,10.083333333333334
cupcake,25994,nut,2,cups,24,242,2 cups chopped pecans,0.08333333333333333,10.083333333333334
cupcake,25994,sugar,1.75,cups,24,242,1 3/4 cups white sugar,0.07291666666666667,10.083333333333334
cupcake,25994,vanilla,0.0208333,cups,24,242,1 teaspoon vanilla extract,8.680541666666666e-4,10.083333333333334
cupcake,260072,baking powder,0.03124995,cups,12,223,1 1/2 teaspoons baking powder,0.0026041625,18.583333333333332
cupcake,260072,butter,0.5,cups,12,223,"1/2 cup unsalted butter, softened",0.041666666666666664,18.583333333333332
cupcake,260072,cream,1,cups,12,223,1 cup 35% cream,0.08333333333333333,18.583333333333332
cupcake,260072,eggs,2,eggs,12,223,2 eggs,0.16666666666666666,18.583333333333332
cupcake,260072,flour,1.75,cups,12,223,1 3/4 cups all-purpose flour,0.14583333333333334,18.583333333333332
cupcake,260072,low-cal sweetener,0.515624975,cups,12,223,"1/2 cup pyure organic all purpose stevia blend;1/2 teaspoon pyure organic liquid stevia extract, vanilla flavor;1/4 teaspoon pyure organic liquid stevia extract, vanilla flavor",0.04296874791666667,18.583333333333332
cupcake,260072,milk,0.75,cups,12,223,3/4 cup milk,0.0625,18.583333333333332
cupcake,260072,salt,0.005208325,cups,12,223,1/4 teaspoon salt,4.340270833333333e-4,18.583333333333332
cupcake,260072,vanilla,0.0208333,cups,12,223,1 teaspoon vanilla extract,0.0017361083333333333,18.583333333333332
cupcake,26018,baking soda,0.0416666,cups,36,196,2 teaspoons baking soda,0.0011574055555555556,5.444444444444445
cupcake,26018,butter,0.25,cups,36,196,1/4 cup butter,0.006944444444444444,5.444444444444445
cupcake,26018,chocolate,0.3333333333333333,cups,36,196,1/3 cup unsweetened cocoa powder,0.009259259259259259,5.444444444444445
cupcake,26018,eggs,2,eggs,36,196,2 eggs,0.05555555555555555,5.444444444444445
cupcake,26018,flour,3,cups,36,196,3 cups all-purpose flour,0.08333333333333333,5.444444444444445
cupcake,26018,milk,1.1875,cups,36,196,1 cup milk;3 tablespoons milk,0.03298611111111111,5.444444444444445
cupcake,26018,oil,1,cups,36,196,1 cup vegetable oil,0.027777777777777776,5.444444444444445
cupcake,26018,salt,0.02213538333333333,cups,36,196,1 teaspoon salt;1 pinch salt,6.148717592592592e-4,5.444444444444445
cupcake,26018,shortening,0.25,cups,36,196,1/4 cup shortening,0.006944444444444444,5.444444444444445
cupcake,26018,sugar,4,cups,36,196,2 cups white sugar;2 cups confectioners' sugar,0.1111111111111111,5.444444444444445
cupcake,26018,vanilla,0.0416666,cups,36,196,1 teaspoon vanilla extract;1 teaspoon vanilla extract,0.0011574055555555556,5.444444444444445
cupcake,26018,water,1,cups,36,196,1 cup water,0.027777777777777776,5.444444444444445
cupcake,260333,baking soda,0.0208333,cups,12,454,1 teaspoon baking soda,0.0017361083333333333,37.833333333333336
cupcake,260333,butter,0.5,cups,12,454,1/2 cup butter,0.041666666666666664,37.833333333333336
cupcake,260333,chocolate,0.5,cups,12,454,1/2 cup unsweetened cocoa powder,0.041666666666666664,37.833333333333336
cupcake,260333,eggs,1,eggs,12,454,1 egg,0.08333333333333333,37.833333333333336
cupcake,260333,flour,1.125,cups,12,454,1 cup all-purpose flour;2 tablespoons all-purpose flour,0.09375,37.833333333333336
cupcake,260333,frosting,2,cups,12,454,1 (16 ounce) package vanilla frosting,0.16666666666666666,37.833333333333336
cupcake,260333,milk,1,cups,12,454,1 cup milk,0.08333333333333333,37.833333333333336
cupcake,260333,other,1,cups,12,454,8 ounces ready-to-use white fondant,0.08333333333333333,37.833333333333336
cupcake,260333,salt,0.0208333,cups,12,454,1 teaspoon salt,0.0017361083333333333,37.833333333333336
cupcake,260333,sugar,1.125,cups,12,454,"1 cup white sugar;2 tablespoons confectioners' sugar, or as needed",0.09375,37.833333333333336
cupcake,260333,unitless,2,NA,12,454,"6 large marshmallows, cut in half crosswise;12 raisins, halved",0.16666666666666666,37.833333333333336
cupcake,260333,vanilla,0.0208333,cups,12,454,1 teaspoon vanilla extract,0.0017361083333333333,37.833333333333336
cupcake,260367,baking soda,0.005208325,cups,6,124,1/4 teaspoon baking soda,8.680541666666666e-4,20.666666666666668
cupcake,260367,butter,0.25,cups,6,124,"1/4 cup butter, melted",0.041666666666666664,20.666666666666668
cupcake,260367,chocolate,0.125,cups,6,124,1 (1 ounce) square unsweetened chocolate,0.020833333333333332,20.666666666666668
cupcake,260367,eggs,1,eggs,6,124,1 egg,0.16666666666666666,20.666666666666668
cupcake,260367,flour,0.25,cups,6,124,1/4 cup soy flour,0.041666666666666664,20.666666666666668
cupcake,260367,low-cal sweetener,0.5,cups,6,124,1/2 cup granular sucralose sweetener (such as splenda®),0.08333333333333333,20.666666666666668
cupcake,260367,mayonnaise,0.0208333,cups,6,124,1 teaspoon mayonnaise (optional),0.0034722166666666665,20.666666666666668
cupcake,260367,salt,0.01041665,cups,6,124,1/2 teaspoon salt,0.0017361083333333333,20.666666666666668
cupcake,260367,vanilla,0.01041665,cups,6,124,1/2 teaspoon vanilla extract,0.0017361083333333333,20.666666666666668
cupcake,260367,water,0.5,cups,6,124,"1/2 cup water, or as needed",0.08333333333333333,20.666666666666668
cupcake,260741,baking powder,0.0416666,cups,12,890,2 teaspoons baking powder,0.0034722166666666665,74.16666666666667
cupcake,260741,butter,1,cups,12,890,3/4 cup unsalted butter;1/4 cup butter,0.08333333333333333,74.16666666666667
cupcake,260741,chocolate,1.5625,cups,12,890,9 tablespoons unsweetened cocoa powder;1 cup white chocolate chips,0.13020833333333334,74.16666666666667
cupcake,260741,eggs,3,eggs,12,890,3 eggs,0.25,74.16666666666667
cupcake,260741,flour,1,cups,12,890,1 cup all-purpose flour,0.08333333333333333,74.16666666666667
cupcake,260741,frosting,2,cups,12,890,1 (16 ounce) package prepared chocolate frosting,0.16666666666666666,74.16666666666667
cupcake,260741,nut,1.75,cups,12,890,1 3/4 cups peanut butter,0.14583333333333334,74.16666666666667
cupcake,260741,other,0.375,cups,12,890,1 (1.5 ounce) tube red decorating gel;1 (1.5 ounce) tube white decorating gel,0.03125,74.16666666666667
cupcake,260741,sugar,4.875,cups,12,890,3/4 cup white sugar;2 tablespoons white sugar;4 cups confectioners' sugar,0.40625,74.16666666666667
cupcake,260741,vanilla,0.0208333,cups,12,890,1 teaspoon vanilla extract,0.0017361083333333333,74.16666666666667
cupcake,260741,water,0.3125,cups,12,890,"5 tablespoons boiling water, or more if needed",0.026041666666666668,74.16666666666667
cupcake,260742,baking powder,0.01041665,cups,24,163,1/2 teaspoon baking powder,4.340270833333333e-4,6.791666666666667
cupcake,260742,baking soda,0.005208325,cups,24,163,1/4 teaspoon baking soda,2.1701354166666666e-4,6.791666666666667
cupcake,260742,butter,0.75,cups,24,163,"1/2 cup unsalted butter, at room temperature;1/4 cup unsalted butter, at room temperature",0.03125,6.791666666666667
cupcake,260742,chocolate,0.5,cups,24,163,1/2 cup unsweetened cocoa powder,0.020833333333333332,6.791666666666667
cupcake,260742,cream cheese,1,cups,24,163,"1 (8 ounce) package cream cheese, softened",0.041666666666666664,6.791666666666667
cupcake,260742,eggs,2,eggs,24,163,2 large eggs,0.08333333333333333,6.791666666666667
cupcake,260742,flour,0.8125,cups,24,163,3/4 cup all-purpose flour;1 tablespoon all-purpose flour,0.033854166666666664,6.791666666666667
cupcake,260742,milk,0.5,cups,24,163,1/2 cup milk,0.020833333333333332,6.791666666666667
cupcake,260742,salt,0.0013020833333333333,cups,24,163,1 pinch salt,5.425347222222222e-5,6.791666666666667
cupcake,260742,sugar,1.6666666,cups,24,163,"10 tablespoons white sugar;2 teaspoons vanilla sugar;1 cup confectioners' sugar, sifted",0.06944444166666668,6.791666666666667
cupcake,260742,unitless,3,NA,24,163,2 drops orange food coloring;48 small candy eyeballs;2 pieces dried mango,0.125,6.791666666666667
cupcake,260742,vanilla,0.0208333,cups,24,163,1 teaspoon vanilla extract,8.680541666666666e-4,6.791666666666667
cupcake,260742,vinegar,0.0625,cups,24,163,1 tablespoon white vinegar,0.0026041666666666665,6.791666666666667
cupcake,260743,baking powder,0.01041665,cups,12,316,1/2 teaspoon baking powder,8.680541666666666e-4,26.333333333333332
cupcake,260743,baking soda,0.005208325,cups,12,316,1/4 teaspoon baking soda,4.340270833333333e-4,26.333333333333332
cupcake,260743,butter,0.75,cups,12,316,"1/2 cup unsalted butter, at room temperature;1/4 cup unsalted butter, at room temperature",0.0625,26.333333333333332
cupcake,260743,chocolate,0.5,cups,12,316,1/2 cup unsweetened cocoa powder,0.041666666666666664,26.333333333333332
cupcake,260743,cream cheese,1,cups,12,316,"1 (8 ounce) package cream cheese, softened",0.08333333333333333,26.333333333333332
cupcake,260743,eggs,2,eggs,12,316,2 large eggs,0.16666666666666666,26.333333333333332
cupcake,260743,flour,0.8125,cups,12,316,3/4 cup all-purpose flour;1 tablespoon all-purpose flour,0.06770833333333333,26.333333333333332
cupcake,260743,milk,0.5,cups,12,316,1/2 cup milk,0.041666666666666664,26.333333333333332
cupcake,260743,salt,0.0013020833333333333,cups,12,316,1 pinch salt,1.0850694444444444e-4,26.333333333333332
cupcake,260743,sugar,1.6666666,cups,12,316,"10 tablespoons white sugar;2 teaspoons vanilla sugar;1 cup confectioners' sugar, sifted",0.13888888333333335,26.333333333333332
cupcake,260743,unitless,2,NA,12,316,2 drops green food coloring;24 candy eyeballs,0.16666666666666666,26.333333333333332
cupcake,260743,vanilla,0.0208333,cups,12,316,1 teaspoon vanilla extract,0.0017361083333333333,26.333333333333332
cupcake,260743,vinegar,0.0625,cups,12,316,1 tablespoon white vinegar,0.005208333333333333,26.333333333333332
cupcake,260774,baking powder,0.0416666,cups,12,425,2 teaspoons baking powder,0.0034722166666666665,35.416666666666664
cupcake,260774,butter,1,cups,12,425,"3/4 cup unsalted butter;1/4 cup unsalted butter, softened",0.08333333333333333,35.416666666666664
cupcake,260774,chocolate,0.5625,cups,12,425,9 tablespoons unsweetened cocoa powder,0.046875,35.416666666666664
cupcake,260774,cream cheese,1,cups,12,425,"1 (8 ounce) package cream cheese, softened and cubed",0.08333333333333333,35.416666666666664
cupcake,260774,eggs,3,eggs,12,425,3 eggs,0.25,35.416666666666664
cupcake,260774,flour,1,cups,12,425,1 cup all-purpose flour,0.08333333333333333,35.416666666666664
cupcake,260774,fruit juice,0.01041665,cups,12,425,"1/2 teaspoon lemon juice, or more as needed",8.680541666666666e-4,35.416666666666664
cupcake,260774,other,0.2725,cups,12,425,1 (.68 oz. tube) black decorating gel;3 tablespoons silver dragees decorating candy,0.022708333333333334,35.416666666666664
cupcake,260774,sugar,2,cups,12,425,3/4 cup white sugar;2 tablespoons white sugar;1 cup confectioners' sugar;2 tablespoons confectioners' sugar,0.16666666666666666,35.416666666666664
cupcake,260774,unitless,5,NA,12,425,3 drops green food coloring;12 blue candy-coated milk chocolate pieces;4 marshmallows;3 dark colored fruit leather;24 sunflower seeds,0.4166666666666667,35.416666666666664
cupcake,260774,vanilla,0.01041665,cups,12,425,1/2 teaspoon vanilla extract,8.680541666666666e-4,35.416666666666664
cupcake,260774,water,0.3125,cups,12,425,"5 tablespoons boiling water, or more if needed",0.026041666666666668,35.416666666666664
cupcake,260788,baking soda,0.0208333,cups,12,209,1 teaspoon baking soda,0.0017361083333333333,17.416666666666668
cupcake,260788,chocolate,1,cups,12,209,1/4 cup unsweetened cocoa powder;1 (6 ounce) package semisweet chocolate chips,0.08333333333333333,17.416666666666668
cupcake,260788,flour,1.5,cups,12,209,1 1/2 cups all-purpose flour,0.125,17.416666666666668
cupcake,260788,fruit,0.3333333333333333,cups,12,209,1/3 cup natural unsweetened applesauce,0.027777777777777776,17.416666666666668
cupcake,260788,margarine,0.0416666,cups,12,209,2 teaspoons vegan margarine (such as earth balance®),0.0034722166666666665,17.416666666666668
cupcake,260788,oil,0.0625,cups,12,209,1 tablespoon vegetable oil,0.005208333333333333,17.416666666666668
cupcake,260788,salt,0.005208325,cups,12,209,1/4 teaspoon coarse kosher salt,4.340270833333333e-4,17.416666666666668
cupcake,260788,spice,0.0624999,cups,12,209,"1 teaspoon ground cinnamon, or to taste;1/2 teaspoon cayenne pepper, or to taste;1 teaspoon ground cinnamon, or to taste;1/2 teaspoon cayenne pepper, or to taste",0.005208325,17.416666666666668
cupcake,260788,sugar,1,cups,12,209,1 cup raw cane sugar,0.08333333333333333,17.416666666666668
cupcake,260788,vanilla,0.0208333,cups,12,209,1 teaspoon vanilla extract,0.0017361083333333333,17.416666666666668
cupcake,260788,vinegar,0.0208333,cups,12,209,1 teaspoon distilled white vinegar,0.0017361083333333333,17.416666666666668
cupcake,260788,water,1,cups,12,209,1 cup water,0.08333333333333333,17.416666666666668
cupcake,260789,baking powder,0.03124995,cups,12,530,1 1/2 teaspoons baking powder,0.0026041625,44.166666666666664
cupcake,260789,baking soda,0.005208325,cups,12,530,1/4 teaspoon baking soda,4.340270833333333e-4,44.166666666666664
cupcake,260789,butter,1.25,cups,12,530,"1/4 cup butter, at room temperature;1 cup butter, softened",0.10416666666666667,44.166666666666664
cupcake,260789,chocolate,1.1666666666666665,cups,12,530,2/3 cup unsweetened cocoa powder;1/2 cup unsweetened cocoa powder,0.09722222222222221,44.166666666666664
cupcake,260789,eggs,1,eggs,12,530,1 egg,0.08333333333333333,44.166666666666664
cupcake,260789,flour,1.3333333333333333,cups,12,530,1 1/3 cups all-purpose flour,0.1111111111111111,44.166666666666664
cupcake,260789,milk,1.125,cups,12,530,1 cup milk;2 tablespoons milk,0.09375,44.166666666666664
cupcake,260789,other,0.01041665,cups,12,530,1/2 teaspoon instant coffee granules,8.680541666666666e-4,44.166666666666664
cupcake,260789,salt,0.005208325,cups,12,530,1/4 teaspoon salt,4.340270833333333e-4,44.166666666666664
cupcake,260789,spice,0.005208325,cups,12,530,1/4 teaspoon ground cinnamon,4.340270833333333e-4,44.166666666666664
cupcake,260789,sugar,6,cups,12,530,1/2 cup white sugar;1/2 cup brown sugar;5 cups confectioners' sugar,0.5,44.166666666666664
cupcake,260789,vanilla,0.0416666,cups,12,530,1 teaspoon vanilla extract;1 teaspoon vanilla extract,0.0034722166666666665,44.166666666666664
cupcake,261243,baking powder,0.0208333,cups,18,170,1 teaspoon baking powder,0.0011574055555555556,9.444444444444445
cupcake,261243,baking soda,0.0208333,cups,18,170,1 teaspoon baking soda,0.0011574055555555556,9.444444444444445
cupcake,261243,eggs,4,eggs,18,170,4 eggs,0.2222222222222222,9.444444444444445
cupcake,261243,flour,2,cups,18,170,2 cups whole wheat flour,0.1111111111111111,9.444444444444445
cupcake,261243,fruit,1,cups,18,170,1/2 cup applesauce;1/2 cup raisins (optional),0.05555555555555555,9.444444444444445
cupcake,261243,honey,0.125,cups,18,170,2 tablespoons honey,0.006944444444444444,9.444444444444445
cupcake,261243,nut,0.5,cups,18,170,1/2 cup chopped walnuts (optional),0.027777777777777776,9.444444444444445
cupcake,261243,oil,0.25,cups,18,170,"1/4 cup coconut oil, melted",0.013888888888888888,9.444444444444445
cupcake,261243,spice,0.0208333,cups,18,170,1/2 teaspoon ground nutmeg;1/2 teaspoon ground cinnamon,0.0011574055555555556,9.444444444444445
cupcake,261243,sugar,0.6666666666666666,cups,18,170,1/3 cup brown sugar;1/3 cup white sugar,0.037037037037037035,9.444444444444445
cupcake,261243,vegetable,3,cups,18,170,3 cups grated carrots,0.16666666666666666,9.444444444444445
cupcake,261244,baking powder,0.0208333,cups,30,227,1 teaspoon baking powder,6.944433333333333e-4,7.566666666666666
cupcake,261244,baking soda,0.0208333,cups,30,227,1 teaspoon baking soda,6.944433333333333e-4,7.566666666666666
cupcake,261244,butter,0.5,cups,30,227,"1/2 cup butter, at room temperature",0.016666666666666666,7.566666666666666
cupcake,261244,buttermilk,0.5,cups,30,227,1/2 cup buttermilk,0.016666666666666666,7.566666666666666
