type,recipe_id,ingredient,amount_sum,units_std,servings,calories,value,amount_per,calories_per
cupcake,220709,unitless,1,NA,12,611,"4 large carrots, grated",0.08333333333333333,50.916666666666664
cupcake,220709,vanilla,0.0625,cups,12,611,1 tablespoon vanilla extract,0.005208333333333333,50.916666666666664
cupcake,220798,baking soda,0.01041665,cups,10,292,1/2 teaspoon baking soda,0.001041665,29.2
cupcake,220798,butter,0.5,cups,10,292,1/2 cup butter,0.05,29.2
cupcake,220798,buttermilk,0.25,cups,10,292,1/4 cup buttermilk,0.025,29.2
cupcake,220798,chocolate,0.0625,cups,10,292,1 tablespoon unsweetened cocoa powder,0.00625,29.2
cupcake,220798,cream cheese,0.3333333333333333,cups,10,292,"1/3 cup cream cheese, softened",0.03333333333333333,29.2
cupcake,220798,eggs,2,eggs,10,292,2 eggs,0.2,29.2
cupcake,220798,flour,1,cups,10,292,1 cup all-purpose flour,0.1,29.2
cupcake,220798,salt,0.005208325,cups,10,292,1/4 teaspoon salt,5.208325e-4,29.2
cupcake,220798,sugar,1.5,cups,10,292,1 cup white sugar;1/2 cup confectioners' sugar,0.15,29.2
cupcake,220798,unitless,1,NA,10,292,10 flat-bottomed wafer ice cream cones,0.1,29.2
cupcake,220798,vanilla,0.03124995,cups,10,292,1 teaspoon vanilla extract;1/2 teaspoon vanilla extract,0.0031249949999999998,29.2
cupcake,220798,water,0.5,cups,10,292,1/2 cup water,0.05,29.2
cupcake,220804,baking powder,0.0416666,cups,12,515,2 teaspoons baking powder,0.0034722166666666665,42.916666666666664
cupcake,220804,baking soda,0.0208333,cups,12,515,1 teaspoon baking soda,0.0017361083333333333,42.916666666666664
cupcake,220804,butter,0.5,cups,12,515,"1/2 cup butter, softened",0.041666666666666664,42.916666666666664
cupcake,220804,cream cheese,1,cups,12,515,"1 (8 ounce) package cream cheese, softened",0.08333333333333333,42.916666666666664
cupcake,220804,eggs,2,eggs,12,515,"2 eggs, beaten",0.16666666666666666,42.916666666666664
cupcake,220804,flour,1.5,cups,12,515,1 1/2 cups all-purpose flour,0.125,42.916666666666664
cupcake,220804,fruit,1,cups,12,515,"1 cup crushed pineapple, drained",0.08333333333333333,42.916666666666664
cupcake,220804,milk,0.0625,cups,12,515,1 tablespoon milk,0.005208333333333333,42.916666666666664
cupcake,220804,oil,0.6666666666666666,cups,12,515,2/3 cup vegetable oil,0.05555555555555555,42.916666666666664
cupcake,220804,salt,0.01041665,cups,12,515,1/2 teaspoon salt,8.680541666666666e-4,42.916666666666664
cupcake,220804,spice,0.0208333,cups,12,515,1 teaspoon ground cinnamon,0.0017361083333333333,42.916666666666664
cupcake,220804,sugar,4,cups,12,515,1 cup white sugar;3 cups confectioners' sugar,0.3333333333333333,42.916666666666664
cupcake,220804,vanilla,0.0416666,cups,12,515,1 teaspoon vanilla extract;1 teaspoon vanilla extract,0.0034722166666666665,42.916666666666664
cupcake,220804,vegetable,1,cups,12,515,1 cup finely grated carrot,0.08333333333333333,42.916666666666664
cupcake,220805,butter,0.5,cups,12,262,"1/2 cup unsalted butter, softened",0.041666666666666664,21.833333333333332
cupcake,220805,eggs,2,eggs,12,262,2 eggs,0.16666666666666666,21.833333333333332
cupcake,220805,flour,2.5,cups,12,262,2 1/2 cups all-purpose flour,0.20833333333333334,21.833333333333332
cupcake,220805,milk,0.5,cups,12,262,1/2 cup milk,0.041666666666666664,21.833333333333332
cupcake,220805,other,0.125,cups,12,262,2 tablespoons green tea powder (matcha),0.010416666666666666,21.833333333333332
cupcake,220805,sugar,1.25,cups,12,262,1 1/4 cups white sugar,0.10416666666666667,21.833333333333332
cupcake,220805,vanilla,0.01041665,cups,12,262,1/2 teaspoon vanilla extract,8.680541666666666e-4,21.833333333333332
cupcake,220806,baking powder,0.005208325,cups,14,643,1/4 teaspoon baking powder,3.7202321428571425e-4,45.92857142857143
cupcake,220806,butter,2,cups,14,643,"1 cup butter, softened;1 cup butter, softened",0.14285714285714285,45.92857142857143
cupcake,220806,cheese,1.875,cups,14,643,1 (15 ounce) container ricotta cheese,0.13392857142857142,45.92857142857143
cupcake,220806,cream cheese,1.75,cups,14,643,"14 ounces cream cheese, softened",0.125,45.92857142857143
cupcake,220806,eggs,4,eggs,14,643,4 eggs,0.2857142857142857,45.92857142857143
cupcake,220806,flour,2.75,cups,14,643,2 cups almond flour;3/4 cup gluten-free all-purpose baking flour,0.19642857142857142,45.92857142857143
cupcake,220806,fruit,0.5,cups,14,643,1/2 cup prepared lemon curd,0.03571428571428571,45.92857142857143
cupcake,220806,oil,0.0416666,cups,14,643,1/2 teaspoon pure lemon oil;1 1/2 teaspoons pure lemon oil,0.002976185714285714,45.92857142857143
cupcake,220806,sugar,3.333333333333333,cups,14,643,2 cups sucanat (crystallized sugar cane juice);1 1/3 cups confectioners' sugar,0.23809523809523808,45.92857142857143
cupcake,220806,vanilla,0.05208325,cups,14,643,1 teaspoon vanilla extract;1 1/2 teaspoons vanilla extract,0.0037202321428571427,45.92857142857143
cupcake,220884,baking powder,0.036458275,cups,24,272,1 3/4 teaspoons baking powder,0.0015190947916666666,11.333333333333334
cupcake,220884,butter,1.5,cups,24,272,"1/2 cup butter;1 cup butter, softened",0.0625,11.333333333333334
cupcake,220884,eggs,2,eggs,24,272,2 eggs,0.08333333333333333,11.333333333333334
cupcake,220884,flour,1.5,cups,24,272,1 1/2 cups all-purpose flour,0.0625,11.333333333333334
cupcake,220884,milk,0.5,cups,24,272,1/2 cup low-fat milk,0.020833333333333332,11.333333333333334
cupcake,220884,nut,0.5,cups,24,272,1/2 cup seedless blackberry jam,0.020833333333333332,11.333333333333334
cupcake,220884,salt,0.005208325,cups,24,272,1/4 teaspoon salt,2.1701354166666666e-4,11.333333333333334
cupcake,220884,sugar,5,cups,24,272,1 cup white sugar;4 cups confectioners' sugar,0.20833333333333334,11.333333333333334
cupcake,220884,unitless,1,NA,24,272,"1 lemon, juice and zest",0.041666666666666664,11.333333333333334
cupcake,220884,vanilla,0.05208325,cups,24,272,1 1/2 teaspoons vanilla extract;1 teaspoon vanilla extract,0.0021701354166666666,11.333333333333334
cupcake,222223,butter,0.3333333333333333,cups,12,392,"1/3 cup butter, melted",0.027777777777777776,32.666666666666664
cupcake,222223,chocolate,1.5625,cups,12,392,1 1/2 cups crushed chocolate wafers;1 tablespoon unsweetened cocoa powder,0.13020833333333334,32.666666666666664
cupcake,222223,cream cheese,2,cups,12,392,"2 (8 ounce) packages cream cheese, softened",0.16666666666666666,32.666666666666664
cupcake,222223,eggs,2,eggs,12,392,2 large eggs,0.16666666666666666,32.666666666666664
cupcake,222223,flour,0.125,cups,12,392,2 tablespoons pillsbury best® all purpose flour,0.010416666666666666,32.666666666666664
cupcake,222223,nut,0.75,cups,12,392,"3/4 cup jif® mocha cappuccino flavored hazelnut spread, divided",0.0625,32.666666666666664
cupcake,222223,sugar,0.3333333333333333,cups,12,392,1/3 cup sugar,0.027777777777777776,32.666666666666664
cupcake,222223,vanilla,0.03124995,cups,12,392,1 1/2 teaspoons vanilla extract,0.0026041625,32.666666666666664
cupcake,222265,baking powder,0.125,cups,24,372,2 tablespoons baking powder,0.005208333333333333,15.5
cupcake,222265,butter,0.5,cups,24,372,"1/2 cup butter, softened",0.020833333333333332,15.5
cupcake,222265,cream cheese,1,cups,24,372,"1 (8 ounce) package cream cheese, softened",0.041666666666666664,15.5
cupcake,222265,eggs,3,eggs,24,372,3 eggs,0.125,15.5
cupcake,222265,flour,2,cups,24,372,1 1/3 cups all-purpose flour;2/3 cup whole-wheat pastry flour,0.08333333333333333,15.5
cupcake,222265,nut,1,cups,24,372,1 cup chopped walnuts,0.041666666666666664,15.5
cupcake,222265,oil,1,cups,24,372,1 cup coconut oil,0.041666666666666664,15.5
cupcake,222265,spice,0.0625,cups,24,372,1 tablespoon ground cinnamon,0.0026041666666666665,15.5
cupcake,222265,sugar,6,cups,24,372,2 cups white sugar;4 cups confectioners' sugar,0.25,15.5
cupcake,222265,vanilla,0.0625,cups,24,372,1 tablespoon vanilla extract,0.0026041666666666665,15.5
cupcake,222265,vegetable,2,cups,24,372,2 cups shredded zucchini,0.08333333333333333,15.5
cupcake,22281,baking soda,0.0208333,cups,24,171,1 teaspoon baking soda,8.680541666666666e-4,7.125
cupcake,22281,chocolate,1.25,cups,24,171,1/4 cup unsweetened cocoa powder;1 cup miniature semisweet chocolate chips,0.052083333333333336,7.125
cupcake,22281,cream cheese,1,cups,24,171,"1 (8 ounce) package cream cheese, softened",0.041666666666666664,7.125
cupcake,22281,eggs,1,eggs,24,171,1 egg,0.041666666666666664,7.125
cupcake,22281,flour,1.5,cups,24,171,1 1/2 cups all-purpose flour,0.0625,7.125
cupcake,22281,oil,0.3333333333333333,cups,24,171,1/3 cup vegetable oil,0.013888888888888888,7.125
cupcake,22281,salt,0.0130208125,cups,24,171,1/2 teaspoon salt;1/8 teaspoon salt,5.425338541666666e-4,7.125
cupcake,22281,sugar,1.3333333333333333,cups,24,171,1 cup white sugar;1/3 cup white sugar,0.05555555555555555,7.125
cupcake,22281,vanilla,0.0208333,cups,24,171,1 teaspoon vanilla extract,8.680541666666666e-4,7.125
cupcake,22281,vinegar,0.0625,cups,24,171,1 tablespoon vinegar,0.0026041666666666665,7.125
cupcake,22281,water,1,cups,24,171,1 cup water,0.041666666666666664,7.125
cupcake,228036,baking soda,0.0208333,cups,18,291,1 teaspoon baking soda,0.0011574055555555556,16.166666666666668
cupcake,228036,chocolate,1.25,cups,18,291,1/4 cup unsweetened cocoa powder;1 cup semisweet chocolate chips,0.06944444444444445,16.166666666666668
cupcake,228036,cream cheese,1,cups,18,291,"1 (8 ounce) package cream cheese, softened",0.05555555555555555,16.166666666666668
cupcake,228036,eggs,2,eggs,18,291,"2 eggs, beaten",0.1111111111111111,16.166666666666668
cupcake,228036,flour,1.5,cups,18,291,1 1/2 cups all-purpose flour,0.08333333333333333,16.166666666666668
cupcake,228036,nut,1,cups,18,291,1 cup chopped walnuts,0.05555555555555555,16.166666666666668
cupcake,228036,oil,0.5,cups,18,291,1/2 cup vegetable oil,0.027777777777777776,16.166666666666668
cupcake,228036,salt,0.0130208125,cups,18,291,1/2 teaspoon salt;1/8 teaspoon salt,7.233784722222222e-4,16.166666666666668
cupcake,228036,sugar,1.3333333333333333,cups,18,291,1 cup white sugar;1/3 cup white sugar,0.07407407407407407,16.166666666666668
cupcake,228036,vanilla,0.0208333,cups,18,291,1 teaspoon mexican vanilla extract,0.0011574055555555556,16.166666666666668
cupcake,228036,vinegar,0.0625,cups,18,291,1 tablespoon apple cider vinegar,0.003472222222222222,16.166666666666668
cupcake,228036,water,0.75,cups,18,291,3/4 cup water,0.041666666666666664,16.166666666666668
cupcake,229371,baking powder,0.0208333,cups,24,284,1 teaspoon baking powder,8.680541666666666e-4,11.833333333333334
cupcake,229371,baking soda,0.0416666,cups,24,284,2 teaspoons baking soda,0.0017361083333333333,11.833333333333334
cupcake,229371,buttermilk,1,cups,24,284,1 cup buttermilk,0.041666666666666664,11.833333333333334
cupcake,229371,chocolate,0.3333333333333333,cups,24,284,1/3 cup unsweetened cocoa powder,0.013888888888888888,11.833333333333334
cupcake,229371,eggs,2,eggs,24,284,2 eggs,0.08333333333333333,11.833333333333334
cupcake,229371,flour,2.5,cups,24,284,2 1/2 cups all-purpose flour,0.10416666666666667,11.833333333333334
cupcake,229371,milk,0.3333333333333333,cups,24,284,1/3 cup milk,0.013888888888888888,11.833333333333334
cupcake,229371,oil,1,cups,24,284,1 cup vegetable oil,0.041666666666666664,11.833333333333334
cupcake,229371,salt,0.01041665,cups,24,284,1/4 teaspoon salt;1/4 teaspoon salt,4.340270833333333e-4,11.833333333333334
cupcake,229371,shortening,0.6666666666666666,cups,24,284,2/3 cup shortening,0.027777777777777776,11.833333333333334
cupcake,229371,sugar,3,cups,24,284,2 cups white sugar;1/2 cup white sugar;1/2 cup confectioners' sugar,0.125,11.833333333333334
cupcake,229371,vanilla,0.0416666,cups,24,284,1 teaspoon vanilla extract;1 teaspoon vanilla extract,0.0017361083333333333,11.833333333333334
cupcake,229371,water,1.0625,cups,24,284,1 cup hot water;1 tablespoon water,0.044270833333333336,11.833333333333334
cupcake,229465,baking soda,0.0416666,cups,24,NA,2 teaspoons baking soda,0.0017361083333333333,NA
cupcake,229465,buttermilk,1,cups,24,NA,1 cup buttermilk,0.041666666666666664,NA
cupcake,229465,chocolate,0.5,cups,24,NA,1/2 cup unsweetened cocoa,0.020833333333333332,NA
cupcake,229465,cream cheese,2,cups,24,NA,16 ounces reduced-fat cream cheese,0.08333333333333333,NA
cupcake,229465,eggs,3,eggs,24,NA,3 eggs,0.125,NA
cupcake,229465,flour,3.5,cups,24,NA,3 1/2 cups cake flour,0.14583333333333334,NA
cupcake,229465,fruit,1,cups,24,NA,1 cup applesauce,0.041666666666666664,NA
cupcake,229465,low-cal sweetener,1.4583333333333333,cups,24,NA,1 1/8 cups truvia® baking blend;1/3 cup truvia® baking blend,0.06076388888888889,NA
cupcake,229465,milk,0.0208333,cups,24,NA,1 teaspoon milk (optional),8.680541666666666e-4,NA
cupcake,229465,oil,1,cups,24,NA,1 cup canola oil,0.041666666666666664,NA
cupcake,229465,other,0.17708325,cups,24,NA,1/8 cup red food coloring (see note);1 1/2 teaspoons vanilla;1 teaspoon vanilla,0.00737846875,NA
cupcake,229465,salt,0.03124995,cups,24,NA,1 1/2 teaspoons salt,0.00130208125,NA
cupcake,229465,vinegar,0.05208325,cups,24,NA,2 1/2 teaspoons vinegar,0.0021701354166666666,NA
cupcake,22955,baking soda,0.0416666,cups,24,265,2 teaspoons baking soda,0.0017361083333333333,11.041666666666666
cupcake,22955,chocolate,1.5,cups,24,265,1/2 cup unsweetened cocoa powder;1 cup semisweet chocolate chips,0.0625,11.041666666666666
cupcake,22955,cream cheese,1,cups,24,265,"1 (8 ounce) package cream cheese, softened",0.041666666666666664,11.041666666666666
cupcake,22955,eggs,1,eggs,24,265,1 egg,0.041666666666666664,11.041666666666666
cupcake,22955,flour,3,cups,24,265,3 cups all-purpose flour,0.125,11.041666666666666
cupcake,22955,oil,0.6666666666666666,cups,24,265,2/3 cup vegetable oil,0.027777777777777776,11.041666666666666
cupcake,22955,salt,0.026041625,cups,24,265,1 teaspoon salt;1/4 teaspoon salt,0.0010850677083333333,11.041666666666666
cupcake,22955,sugar,2.5,cups,24,265,2 cups white sugar;1/2 cup white sugar,0.10416666666666667,11.041666666666666
cupcake,22955,vanilla,0.0416666,cups,24,265,2 teaspoons vanilla extract,0.0017361083333333333,11.041666666666666
cupcake,22955,vinegar,0.125,cups,24,265,2 tablespoons vinegar,0.005208333333333333,11.041666666666666
cupcake,22955,water,2,cups,24,265,2 cups water,0.08333333333333333,11.041666666666666
cupcake,229564,butter,0.5,cups,10,207,1/2 cup unsalted butter,0.05,20.7
cupcake,229564,chocolate,0.25,cups,10,207,"2 (1 ounce) squares unsweetened chocolate, chopped",0.025,20.7
cupcake,229564,eggs,2,eggs,10,207,2 eggs,0.2,20.7
cupcake,229564,flour,0.5,cups,10,207,"1/2 cup all-purpose flour, sifted",0.05,20.7
cupcake,229564,sugar,0.75,cups,10,207,3/4 cup white sugar,0.075,20.7
cupcake,229564,unitless,1,NA,10,207,4 chai tea bags,0.1,20.7
cupcake,229564,vanilla,0.0208333,cups,10,207,1 teaspoon vanilla extract,0.00208333,20.7
cupcake,229952,baking powder,0.0416666,cups,12,292,2 teaspoons baking powder,0.0034722166666666665,24.333333333333332
cupcake,229952,baking soda,0.01041665,cups,12,292,1/2 teaspoon baking soda,8.680541666666666e-4,24.333333333333332
cupcake,229952,butter,0.5,cups,12,292,"1/2 cup butter, room temperature",0.041666666666666664,24.333333333333332
cupcake,229952,eggs,4,eggs,12,292,"2 eggs, room temperature;2 egg whites",0.3333333333333333,24.333333333333332
cupcake,229952,flour,2,cups,12,292,2 cups unbleached all-purpose flour,0.16666666666666666,24.333333333333332
cupcake,229952,milk,0.5,cups,12,292,"1/2 cup milk, room temperature",0.041666666666666664,24.333333333333332
cupcake,229952,other,0.505208325,cups,12,292,1/4 teaspoon cream of tartar;1/2 cup marshmallow creme,0.04210069375,24.333333333333332
cupcake,229952,salt,0.011718733333333333,cups,12,292,1/2 teaspoon salt;1 pinch salt,9.765611111111111e-4,24.333333333333332
cupcake,229952,spice,0.057291575,cups,12,292,1 teaspoon ground cinnamon;1 teaspoon ground ginger;1/2 teaspoon ground nutmeg;1/4 teaspoon ground cloves,0.0047742979166666664,24.333333333333332
cupcake,229952,sugar,1.8333333333333333,cups,12,292,1 1/2 cups brown sugar;1/3 cup white sugar,0.15277777777777776,24.333333333333332
cupcake,229952,vanilla,0.0416666,cups,12,292,1 teaspoon vanilla extract;1 teaspoon vanilla extract,0.0034722166666666665,24.333333333333332
cupcake,229952,vegetable,1,cups,12,292,"1 cup cooked, mashed sweet potatoes",0.08333333333333333,24.333333333333332
cupcake,229952,water,0.1875,cups,12,292,3 tablespoons cold water,0.015625,24.333333333333332
cupcake,230203,baking powder,0.0416666,cups,24,415,2 teaspoons baking powder,0.0017361083333333333,17.291666666666668
cupcake,230203,baking soda,0.0416666,cups,24,415,2 teaspoons baking soda,0.0017361083333333333,17.291666666666668
cupcake,230203,butter,1,cups,24,415,"1/2 cup butter;1/2 cup butter, softened",0.041666666666666664,17.291666666666668
cupcake,230203,cream cheese,2,cups,24,415,"1 (8 ounce) package cream cheese, softened;1 (8 ounce) package cream cheese, softened",0.08333333333333333,17.291666666666668
cupcake,230203,eggs,2,eggs,24,415,2 eggs,0.08333333333333333,17.291666666666668
cupcake,230203,flour,2,cups,24,415,2 cups all-purpose flour,0.08333333333333333,17.291666666666668
cupcake,230203,fruit,3.3333333333333335,cups,24,415,1/3 cup applesauce;3 cups mashed ripe bananas,0.1388888888888889,17.291666666666668
cupcake,230203,nut,1,cups,24,415,1 cup chopped pecans,0.041666666666666664,17.291666666666668
cupcake,230203,oil,0.5,cups,24,415,1/2 cup canola oil,0.020833333333333332,17.291666666666668
cupcake,230203,salt,0.01041665,cups,24,415,1/2 teaspoon salt,4.340270833333333e-4,17.291666666666668
cupcake,230203,spice,0.0625,cups,24,415,1 tablespoon ground cinnamon,0.0026041666666666665,17.291666666666668
cupcake,230203,sugar,6,cups,24,415,1 cup brown sugar;1 cup white sugar;4 cups confectioners' sugar,0.25,17.291666666666668
cupcake,230203,vanilla,0.0624999,cups,24,415,1 teaspoon vanilla extract;2 teaspoons vanilla extract,0.0026041625,17.291666666666668
cupcake,230204,baking soda,0.0416666,cups,14,346,2 teaspoons baking soda,0.002976185714285714,24.714285714285715
cupcake,230204,buttermilk,0.1875,cups,14,346,3 tablespoons buttermilk,0.013392857142857142,24.714285714285715
cupcake,230204,eggs,2,eggs,14,346,"2 eggs, lightly beaten",0.14285714285714285,24.714285714285715
cupcake,230204,flour,2,cups,14,346,2 cups all-purpose flour,0.14285714285714285,24.714285714285715
cupcake,230204,nut,1,cups,14,346,1 cup chopped pecans (optional),0.07142857142857142,24.714285714285715
cupcake,230204,oil,0.75,cups,14,346,3/4 cup vegetable oil,0.05357142857142857,24.714285714285715
cupcake,230204,sugar,2,cups,14,346,"1 cup white sugar;1 cup confectioners' sugar, or as needed",0.14285714285714285,24.714285714285715
cupcake,230204,unitless,1,NA,14,346,"3 bananas, mashed",0.07142857142857142,24.714285714285715
cupcake,231057,baking powder,0.01041665,cups,6,245,1/2 teaspoon baking powder,0.0017361083333333333,40.833333333333336
cupcake,231057,chocolate,0.1875,cups,6,245,"3 tablespoons cocoa powder, or more to taste",0.03125,40.833333333333336
cupcake,231057,eggs,0.5,eggs,6,245,1/2 egg,0.08333333333333333,40.833333333333336
cupcake,231057,flour,0.75,cups,6,245,3/4 cup all-purpose flour,0.125,40.833333333333336
cupcake,231057,margarine,0.1875,cups,6,245,"3 tablespoons margarine, softened",0.03125,40.833333333333336
cupcake,231057,sugar,0.75,cups,6,245,3/4 cup white sugar,0.125,40.833333333333336
cupcake,231057,unitless,1,NA,6,245,6 milk chocolate candy kisses (such as hershey's kisses®),0.16666666666666666,40.833333333333336
cupcake,231057,vanilla,0.07291655,cups,6,245,3 1/2 teaspoons vanilla extract,0.012152758333333333,40.833333333333336
cupcake,231057,water,0.1875,cups,6,245,3 tablespoons water,0.03125,40.833333333333336
cupcake,231356,butter,1,cups,18,241,1 cup butter,0.05555555555555555,13.38888888888889
cupcake,231356,chocolate,1,cups,18,241,1 cup chocolate chips,0.05555555555555555,13.38888888888889
cupcake,231356,eggs,4,eggs,18,241,4 eggs,0.2222222222222222,13.38888888888889
cupcake,231356,flour,1,cups,18,241,1 cup all-purpose flour,0.05555555555555555,13.38888888888889
cupcake,231356,sugar,1.5,cups,18,241,1 1/2 cups white sugar,0.08333333333333333,13.38888888888889
cupcake,231356,vanilla,0.0208333,cups,18,241,1 teaspoon vanilla extract,0.0011574055555555556,13.38888888888889
cupcake,231832,baking powder,0.0625,cups,24,329,1 tablespoon baking powder,0.0026041666666666665,13.708333333333334
cupcake,231832,butter,1.25,cups,24,329,1/2 cup unsalted butter;1/2 cup unsalted butter at room temperature;1/4 cup unsalted butter at room temperature,0.052083333333333336,13.708333333333334
cupcake,231832,cream,0.5,cups,24,329,1/2 cup cold heavy whipping cream,0.020833333333333332,13.708333333333334
cupcake,231832,cream cheese,1,cups,24,329,1 (8 ounce) package cream cheese at room temperature,0.041666666666666664,13.708333333333334
cupcake,231832,eggs,3,eggs,24,329,2 large egg whites at room temperature;1 egg at room temperature,0.125,13.708333333333334
cupcake,231832,flour,2.5,cups,24,329,2 1/2 cups sifted cake flour,0.10416666666666667,13.708333333333334
cupcake,231832,milk,1,cups,24,329,1 cup whole milk at room temperature,0.041666666666666664,13.708333333333334
cupcake,231832,nut,1.005208325,cups,24,329,1/4 teaspoon almond extract;1 cup chopped pecans,0.04188368020833333,13.708333333333334
cupcake,231832,salt,0.01041665,cups,24,329,1/2 teaspoon salt,4.340270833333333e-4,13.708333333333334
cupcake,231832,spice,0.1458333,cups,24,329,"2 tablespoons ground cinnamon;1 teaspoon ground cinnamon for sprinkling, or to taste",0.0060763875,13.708333333333334
cupcake,231832,sugar,3.5,cups,24,329,1/2 cup brown sugar;1 1/2 cups white sugar;1 1/2 cups confectioners' sugar,0.14583333333333334,13.708333333333334
cupcake,231832,unitless,1,NA,24,329,1 drop vanilla extract,0.041666666666666664,13.708333333333334
cupcake,231832,vanilla,0.005208325,cups,24,329,1/4 teaspoon vanilla extract,2.1701354166666666e-4,13.708333333333334
cupcake,232066,baking powder,0.0208333,cups,24,401,1 teaspoon baking powder,8.680541666666666e-4,16.708333333333332
cupcake,232066,baking soda,0.01041665,cups,24,401,1/2 teaspoon baking soda,4.340270833333333e-4,16.708333333333332
cupcake,232066,buttermilk,1.3333333333333333,cups,24,401,1 1/3 cups buttermilk,0.05555555555555555,16.708333333333332
cupcake,232066,eggs,4,eggs,24,401,4 egg whites,0.16666666666666666,16.708333333333332
cupcake,232066,flour,2.5,cups,24,401,2 1/2 cups all-purpose flour,0.10416666666666667,16.708333333333332
cupcake,232066,frosting,4,cups,24,401,"2 (16 ounce) packages vanilla frosting, divided",0.16666666666666666,16.708333333333332
cupcake,232066,salt,0.0026041625,cups,24,401,1/8 teaspoon salt,1.0850677083333333e-4,16.708333333333332
cupcake,232066,shortening,0.5,cups,24,401,1/2 cup vegetable shortening,0.020833333333333332,16.708333333333332
cupcake,232066,sugar,2,cups,24,401,2 cups white sugar,0.08333333333333333,16.708333333333332
cupcake,232066,unitless,4,NA,24,401,"sweetened flake coconut, or as needed;1 drop red food coloring, or as needed;12 whole graham cracker squares (4 cookies each);48 miniature semisweet chocolate chips",0.16666666666666666,16.708333333333332
cupcake,232066,vanilla,0.0208333,cups,24,401,1 teaspoon vanilla extract,8.680541666666666e-4,16.708333333333332
cupcake,232371,baking soda,0.015624975,cups,12,308,3/4 teaspoon baking soda,0.00130208125,25.666666666666668
cupcake,232371,butter,0.5625,cups,12,308,"5 tablespoons butter, cut into chunks;1/4 cup butter, softened",0.046875,25.666666666666668
cupcake,232371,cream cheese,0.5,cups,12,308,"4 ounces cream cheese, softened",0.041666666666666664,25.666666666666668
cupcake,232371,eggs,3,eggs,12,308,2 eggs;1 egg yolk,0.25,25.666666666666668
cupcake,232371,flour,1.25,cups,12,308,1 1/4 cups all-purpose flour,0.10416666666666667,25.666666666666668
cupcake,232371,fruit,0.0208333,cups,12,308,1 teaspoon grated lemon zest,0.0017361083333333333,25.666666666666668
cupcake,232371,milk,0.6666666666666666,cups,12,308,2/3 cup milk,0.05555555555555555,25.666666666666668
cupcake,232371,nut,0.75,cups,12,308,"1/2 cup shredded coconut;1/4 cup shredded coconut, or to taste",0.0625,25.666666666666668
cupcake,232371,salt,0.0013020833333333333,cups,12,308,1 pinch salt,1.0850694444444444e-4,25.666666666666668
cupcake,232371,sugar,2,cups,12,308,1 cup white sugar;1 cup confectioners' sugar,0.16666666666666666,25.666666666666668
cupcake,232371,vanilla,0.03124995,cups,12,308,1 teaspoon vanilla extract;1/2 teaspoon vanilla extract,0.0026041625,25.666666666666668
cupcake,232372,baking soda,0.0208333,cups,16,189,1 teaspoon baking soda,0.00130208125,11.8125
cupcake,232372,eggs,1,eggs,16,189,1 egg,0.0625,11.8125
cupcake,232372,flour,2,cups,16,189,2 cups all-purpose flour,0.125,11.8125
cupcake,232372,nut,1,cups,16,189,1 cup shredded coconut,0.0625,11.8125
cupcake,232372,oil,0.25,cups,16,189,1/4 cup olive oil,0.015625,11.8125
cupcake,232372,salt,0.01041665,cups,16,189,1/2 teaspoon salt,6.51040625e-4,11.8125
cupcake,232372,spice,0.03124995,cups,16,189,1 teaspoon ground cinnamon;1/2 teaspoon ground nutmeg,0.001953121875,11.8125
cupcake,232372,sugar,1,cups,16,189,1 cup white sugar,0.0625,11.8125
cupcake,232372,unitless,1,NA,16,189,"4 very ripe bananas, mashed",0.0625,11.8125
cupcake,232372,vanilla,0.0208333,cups,16,189,1 teaspoon vanilla extract,0.00130208125,11.8125
cupcake,232818,baking powder,0.036458275,cups,12,271,1 3/4 teaspoons baking powder,0.003038189583333333,22.583333333333332
cupcake,232818,butter,0.25,cups,12,271,"1/4 cup butter, softened",0.020833333333333332,22.583333333333332
cupcake,232818,eggs,2,eggs,12,271,"2 eggs, separated",0.16666666666666666,22.583333333333332
cupcake,232818,flour,1.5,cups,12,271,1 1/2 cups all-purpose flour,0.125,22.583333333333332
cupcake,232818,fruit,0.5,cups,12,271,1/2 cup applesauce,0.041666666666666664,22.583333333333332
cupcake,232818,milk,0.84375,cups,12,271,1/2 (13.5 ounce) can coconut milk,0.0703125,22.583333333333332
cupcake,232818,nut,1.25,cups,12,271,1 1/4 cups unsweetened shredded coconut,0.10416666666666667,22.583333333333332
cupcake,232818,salt,0.01041665,cups,12,271,1/2 teaspoon salt,8.680541666666666e-4,22.583333333333332
cupcake,232818,sugar,1,cups,12,271,1 cup white sugar,0.08333333333333333,22.583333333333332
cupcake,232818,vanilla,0.0625,cups,12,271,1 tablespoon vanilla extract,0.005208333333333333,22.583333333333332
cupcake,232834,baking powder,0.05208325,cups,24,126,2 1/2 teaspoons baking powder,0.0021701354166666666,5.25
cupcake,232834,eggs,2,eggs,24,126,2 large eggs,0.08333333333333333,5.25
cupcake,232834,flour,1.75,cups,24,126,1 3/4 cups all-purpose flour,0.07291666666666667,5.25
cupcake,232834,margarine,0.5,cups,24,126,1/2 cup hard margarine,0.020833333333333332,5.25
cupcake,232834,milk,0.6666666666666666,cups,24,126,2/3 cup milk,0.027777777777777776,5.25
cupcake,232834,salt,0.005208325,cups,24,126,1/4 teaspoon salt,2.1701354166666666e-4,5.25
cupcake,232834,sugar,1,cups,24,126,1 cup white sugar,0.041666666666666664,5.25
